COL7A1	collagen, type VII, alpha 1	3p21.31	protein_coding	49 / 437 (11.21%)	555 / 10,188	61		
EDNRB	endothelin receptor type B	13q22.3	protein_coding	48 / 437 (10.98%)	253 / 10,188	43		
NFASC	neurofascin	1q32.1	protein_coding	48 / 437 (10.98%)	499 / 10,188	44		
ANK1	ankyrin 1, erythrocytic	8p11.21	protein_coding	48 / 437 (10.98%)	607 / 10,188	65		
PCDHB6	protocadherin beta 6	5q31.3	protein_coding	48 / 437 (10.98%)	620 / 10,188	64		
ACVR2A	activin A receptor, type IIA	2q22.3, 2q23.1	protein_coding	48 / 437 (10.98%)	280 / 10,188	14		
CDH10	cadherin 10, type 2 (T2-cadherin)	5p14.2, 5p14.1	protein_coding	48 / 437 (10.98%)	644 / 10,188	55		
PAPPA2	pappalysin 2	1q25.2	protein_coding	48 / 437 (10.98%)	815 / 10,188	55		
UNC13C	unc-13 homolog C (C. elegans)	15q21.3	protein_coding	48 / 437 (10.98%)	713 / 10,188	61		
FLG2	filaggrin family member 2	1q21.3	protein_coding	48 / 437 (10.98%)	669 / 10,188	54		
ABCC9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	12p12.1	protein_coding	48 / 437 (10.98%)	474 / 10,188	56		
MXRA5	matrix-remodelling associated 5	Xp22.33	protein_coding	48 / 437 (10.98%)	776 / 10,188	60		
KMT2A	lysine (K)-specific methyltransferase 2A	11q23.3	protein_coding	48 / 437 (10.98%)	585 / 10,188	57	Cancer Gene Census	
ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	1q31.3	protein_coding	48 / 437 (10.98%)	617 / 10,188	66		
PLXNA1	plexin A1	3q21.3	protein_coding	47 / 437 (10.76%)	399 / 10,188	62		
ATM	ATM serine/threonine kinase	11q22.3	protein_coding	47 / 437 (10.76%)	602 / 10,188	59	Cancer Gene Census	
PCDHA9	protocadherin alpha 9	5q31.3	protein_coding	47 / 437 (10.76%)	562 / 10,188	46		
HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	Xp11.22	protein_coding	47 / 437 (10.76%)	712 / 10,188	56		
PCDH11X	protocadherin 11 X-linked	Xq21.31	protein_coding	47 / 437 (10.76%)	704 / 10,188	53		
ERBB3	erb-b2 receptor tyrosine kinase 3	12q13.2	protein_coding	47 / 437 (10.76%)	396 / 10,188	48	Cancer Gene Census	
PCDHB7	protocadherin beta 7	5q31.3	protein_coding	47 / 437 (10.76%)	522 / 10,188	59		
WDFY3	WD repeat and FYVE domain containing 3	4q21.23	protein_coding	47 / 437 (10.76%)	627 / 10,188	65		
ASH1L	ash1 (absent, small, or homeotic)-like (Drosophila)	1q22	protein_coding	47 / 437 (10.76%)	583 / 10,188	62		
KIAA1210	KIAA1210	Xq24	protein_coding	28 / 437 (6.41%)	399 / 10,188	29		
KCNN2	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 2	5q22.3	protein_coding	28 / 437 (6.41%)	208 / 10,188	28		
IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase	6q14.1	protein_coding	28 / 437 (6.41%)	253 / 10,188	29		
RTN1	reticulon 1	14q23.1	protein_coding	28 / 437 (6.41%)	313 / 10,188	33		
UMODL1	uromodulin-like 1	21q22.3	protein_coding	28 / 437 (6.41%)	323 / 10,188	33		
THSD1	thrombospondin, type I, domain containing 1	13q14.3	protein_coding	28 / 437 (6.41%)	211 / 10,188	29		
CNTNAP1	contactin associated protein 1	17q21.2	protein_coding	28 / 437 (6.41%)	281 / 10,188	31		
ULK1	unc-51 like autophagy activating kinase 1	12q24.33	protein_coding	28 / 437 (6.41%)	226 / 10,188	30		
ACIN1	apoptotic chromatin condensation inducer 1	14q11.2	protein_coding	28 / 437 (6.41%)	277 / 10,188	28		
SPG20	spastic paraplegia 20 (Troyer syndrome)	13q13.3	protein_coding	28 / 437 (6.41%)	187 / 10,188	25		
ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	16p11.2	protein_coding	28 / 437 (6.41%)	391 / 10,188	32		
PDS5B	PDS5 cohesin associated factor B	13q13.1	protein_coding	28 / 437 (6.41%)	289 / 10,188	32		
EHMT2	euchromatic histone-lysine N-methyltransferase 2	6p21.33	protein_coding	28 / 437 (6.41%)	233 / 10,188	25		
C8orf34	chromosome 8 open reading frame 34	8q13.2	protein_coding	28 / 437 (6.41%)	282 / 10,188	26		
RBP3	retinol binding protein 3, interstitial	10q11.22	protein_coding	28 / 437 (6.41%)	399 / 10,188	29		
RTTN	rotatin	18q22.2	protein_coding	28 / 437 (6.41%)	357 / 10,188	42		
SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	6p21.33	protein_coding	28 / 437 (6.41%)	241 / 10,188	29		
SCYL3	SCY1-like 3 (S. cerevisiae)	1q24.2	protein_coding	28 / 437 (6.41%)	177 / 10,188	26		
NEBL	nebulette	10p12.31	protein_coding	28 / 437 (6.41%)	360 / 10,188	32		
TRPC4	transient receptor potential cation channel, subfamily C, member 4	13q13.3	protein_coding	28 / 437 (6.41%)	382 / 10,188	33		
FLT1	fms-related tyrosine kinase 1	13q12.3	protein_coding	28 / 437 (6.41%)	377 / 10,188	31		
SOX7	SRY (sex determining region Y)-box 7	8p23.1	protein_coding	28 / 437 (6.41%)	163 / 10,188	22		
BCL9	B-cell CLL/lymphoma 9	1q21.2	protein_coding	28 / 437 (6.41%)	328 / 10,188	30	Cancer Gene Census	
KDM5B	lysine (K)-specific demethylase 5B	1q32.1	protein_coding	28 / 437 (6.41%)	316 / 10,188	31		
IL16	interleukin 16	15q25.1	protein_coding	28 / 437 (6.41%)	305 / 10,188	32		
DMBT1	deleted in malignant brain tumors 1	10q26.13	protein_coding	28 / 437 (6.41%)	525 / 10,188	33		
COL5A2	collagen, type V, alpha 2	2q32.2	protein_coding	28 / 437 (6.41%)	429 / 10,188	32		
ATP10B	ATPase, class V, type 10B	5q34	protein_coding	28 / 437 (6.41%)	430 / 10,188	29		
WDR90	WD repeat domain 90	16p13.3	protein_coding	28 / 437 (6.41%)	273 / 10,188	34		
ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3	16p13.3	protein_coding	28 / 437 (6.41%)	367 / 10,188	35		
NLRP12	NLR family, pyrin domain containing 12	19q13.42	protein_coding	28 / 437 (6.41%)	453 / 10,188	29		
GOLGA4	golgin A4	3p22.2	protein_coding	28 / 437 (6.41%)	312 / 10,188	29		
FNDC1	fibronectin type III domain containing 1	6q25.3	protein_coding	28 / 437 (6.41%)	486 / 10,188	31		
LAMB3	laminin, beta 3	1q32.2	protein_coding	28 / 437 (6.41%)	282 / 10,188	33		
FAM83H	family with sequence similarity 83, member H	8q24.3	protein_coding	28 / 437 (6.41%)	206 / 10,188	31		
TRAPPC9	trafficking protein particle complex 9	8q24.3	protein_coding	28 / 437 (6.41%)	279 / 10,188	30		
APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2	15q13.1	protein_coding	28 / 437 (6.41%)	302 / 10,188	29		
FRYL	FRY-like	4p11	protein_coding	28 / 437 (6.41%)	431 / 10,188	38		
MYH14	myosin, heavy chain 14, non-muscle	19q13.33	protein_coding	28 / 437 (6.41%)	369 / 10,188	33		
NLRP7	NLR family, pyrin domain containing 7	19q13.42	protein_coding	28 / 437 (6.41%)	419 / 10,188	29		
GRIA1	glutamate receptor, ionotropic, AMPA 1	5q33.2	protein_coding	28 / 437 (6.41%)	430 / 10,188	30		
ATAD2	ATPase family, AAA domain containing 2	8q24.13	protein_coding	28 / 437 (6.41%)	345 / 10,188	34		
FANCM	Fanconi anemia, complementation group M	14q21.2	protein_coding	27 / 437 (6.18%)	375 / 10,188	37		
ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	9q31.1	protein_coding	27 / 437 (6.18%)	394 / 10,188	34		
PCNXL3	pecanex-like 3 (Drosophila)	11q13.1	protein_coding	27 / 437 (6.18%)	268 / 10,188	31		
TTLL5	tubulin tyrosine ligase-like family member 5	14q24.3	protein_coding	27 / 437 (6.18%)	238 / 10,188	28		
OLFML2B	olfactomedin-like 2B	1q23.3	protein_coding	27 / 437 (6.18%)	292 / 10,188	28		
KCNA1	potassium channel, voltage gated shaker related subfamily A, member 1	12p13.32	protein_coding	27 / 437 (6.18%)	347 / 10,188	35		
ARHGEF15	Rho guanine nucleotide exchange factor (GEF) 15	17p13.1	protein_coding	27 / 437 (6.18%)	273 / 10,188	33		
POLR1A	polymerase (RNA) I polypeptide A, 194kDa	2p11.2	protein_coding	27 / 437 (6.18%)	327 / 10,188	30		
LZTS1	leucine zipper, putative tumor suppressor 1	8p21.3	protein_coding	27 / 437 (6.18%)	208 / 10,188	28		
KANK1	KN motif and ankyrin repeat domains 1	9p24.3	protein_coding	27 / 437 (6.18%)	304 / 10,188	32		
ARMC4	armadillo repeat containing 4	10p12.1	protein_coding	27 / 437 (6.18%)	364 / 10,188	26		
SCAF1	SR-related CTD-associated factor 1	19q13.33	protein_coding	27 / 437 (6.18%)	222 / 10,188	22		
DOCK1	dedicator of cytokinesis 1	10q26.2	protein_coding	27 / 437 (6.18%)	341 / 10,188	29		
BTBD7	BTB (POZ) domain containing 7	14q32.12	protein_coding	27 / 437 (6.18%)	266 / 10,188	26		
DAGLA	diacylglycerol lipase, alpha	11q12.2	protein_coding	27 / 437 (6.18%)	266 / 10,188	28		
CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	5p13.3	protein_coding	27 / 437 (6.18%)	389 / 10,188	30		
ZBTB38	zinc finger and BTB domain containing 38	3q23	protein_coding	27 / 437 (6.18%)	230 / 10,188	22		
COL20A1	collagen, type XX, alpha 1	20q13.33	protein_coding	27 / 437 (6.18%)	299 / 10,188	25		
CCDC40	coiled-coil domain containing 40	17q25.3	protein_coding	27 / 437 (6.18%)	274 / 10,188	29		
RREB1	ras responsive element binding protein 1	6p24.3	protein_coding	27 / 437 (6.18%)	320 / 10,188	37		
PHF2	PHD finger protein 2	9q22.31	protein_coding	27 / 437 (6.18%)	240 / 10,188	18		
POTEE	POTE ankyrin domain family, member E	2q21.1	protein_coding	27 / 437 (6.18%)	434 / 10,188	27		
DGKI	diacylglycerol kinase, iota	7q33	protein_coding	27 / 437 (6.18%)	373 / 10,188	28		
MAN2B2	mannosidase, alpha, class 2B, member 2	4p16.1	protein_coding	27 / 437 (6.18%)	218 / 10,188	33		
DLGAP1	discs, large (Drosophila) homolog-associated protein 1	18p11.31	protein_coding	27 / 437 (6.18%)	299 / 10,188	28		
ANO4	anoctamin 4	12q23.1	protein_coding	27 / 437 (6.18%)	418 / 10,188	34		
TTC3	tetratricopeptide repeat domain 3	21q22.13	protein_coding	27 / 437 (6.18%)	324 / 10,188	35		
TSC2	tuberous sclerosis 2	16p13.3	protein_coding	27 / 437 (6.18%)	324 / 10,188	31	Cancer Gene Census	
ERBB2	erb-b2 receptor tyrosine kinase 2	17q12	protein_coding	27 / 437 (6.18%)	353 / 10,188	23	Cancer Gene Census	
DIP2A	DIP2 disco-interacting protein 2 homolog A (Drosophila)	21q22.3	protein_coding	27 / 437 (6.18%)	337 / 10,188	32		
DUOX2	dual oxidase 2	15q21.1	protein_coding	27 / 437 (6.18%)	343 / 10,188	29		
SLC39A12	solute carrier family 39 (zinc transporter), member 12	10p12.33	protein_coding	27 / 437 (6.18%)	331 / 10,188	30		
ARHGAP31	Rho GTPase activating protein 31	3q13.32, 3q13.33	protein_coding	27 / 437 (6.18%)	354 / 10,188	34		
QKI	QKI, KH domain containing, RNA binding	6q26	protein_coding	27 / 437 (6.18%)	261 / 10,188	25		
SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	11p15.1	protein_coding	27 / 437 (6.18%)	200 / 10,188	23		
POP1	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	8q22.2	protein_coding	27 / 437 (6.18%)	234 / 10,188	30		
ARPP21	cAMP-regulated phosphoprotein, 21kDa	3p22.3	protein_coding	27 / 437 (6.18%)	359 / 10,188	31		
AXIN2	axin 2	17q24.1	protein_coding	27 / 437 (6.18%)	234 / 10,188	23	Cancer Gene Census	
LRRC4	leucine rich repeat containing 4	7q32.1	protein_coding	27 / 437 (6.18%)	206 / 10,188	27		
SLC26A7	solute carrier family 26 (anion exchanger), member 7	8q21.3	protein_coding	27 / 437 (6.18%)	302 / 10,188	25		
WDR72	WD repeat domain 72	15q21.3	protein_coding	27 / 437 (6.18%)	333 / 10,188	27		
CDKN2A	cyclin-dependent kinase inhibitor 2A	9p21.3	protein_coding	27 / 437 (6.18%)	503 / 10,188	30	Cancer Gene Census	
OSBPL6	oxysterol binding protein-like 6	2q31.2	protein_coding	27 / 437 (6.18%)	289 / 10,188	29		
MYOM3	myomesin 3	1p36.11	protein_coding	27 / 437 (6.18%)	376 / 10,188	35		
GDF6	growth differentiation factor 6	8q22.1	protein_coding	27 / 437 (6.18%)	176 / 10,188	28		
PLEKHG1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	6q25.1	protein_coding	27 / 437 (6.18%)	275 / 10,188	31		
XIRP1	xin actin-binding repeat containing 1	3p22.2	protein_coding	27 / 437 (6.18%)	401 / 10,188	37		
MYO9A	myosin IXA	15q23	protein_coding	27 / 437 (6.18%)	415 / 10,188	26		
ERCC6	excision repair cross-complementation group 6	10q11.23	protein_coding	27 / 437 (6.18%)	291 / 10,188	35		
SF3B2	splicing factor 3b, subunit 2, 145kDa	11q13.1	protein_coding	27 / 437 (6.18%)	193 / 10,188	21		
FIGN	fidgetin	2q24.3	protein_coding	27 / 437 (6.18%)	275 / 10,188	28		
ATP9A	ATPase, class II, type 9A	20q13.2	protein_coding	27 / 437 (6.18%)	301 / 10,188	29		
CDH7	cadherin 7, type 2	18q22.1	protein_coding	27 / 437 (6.18%)	387 / 10,188	29		
KCNA5	potassium channel, voltage gated shaker related subfamily A, member 5	12p13.32	protein_coding	27 / 437 (6.18%)	334 / 10,188	28		
MED23	mediator complex subunit 23	6q23.2	protein_coding	27 / 437 (6.18%)	260 / 10,188	29		
ROCK1	Rho-associated, coiled-coil containing protein kinase 1	18q11.1	protein_coding	27 / 437 (6.18%)	305 / 10,188	29		
DHX30	DEAH (Asp-Glu-Ala-His) box helicase 30	3p21.31	protein_coding	27 / 437 (6.18%)	237 / 10,188	31		
PCDHGA3	protocadherin gamma subfamily A, 3	5q31.3	protein_coding	27 / 437 (6.18%)	390 / 10,188	37		
FASN	fatty acid synthase	17q25.3	protein_coding	27 / 437 (6.18%)	349 / 10,188	32		
SYT10	synaptotagmin X	12p11.1	protein_coding	27 / 437 (6.18%)	283 / 10,188	27		
ARHGEF17	Rho guanine nucleotide exchange factor (GEF) 17	11q13.4	protein_coding	27 / 437 (6.18%)	311 / 10,188	32		
MROH1	maestro heat-like repeat family member 1	8q24.3	protein_coding	27 / 437 (6.18%)	287 / 10,188	33		
FSHR	follicle stimulating hormone receptor	2p16.3	protein_coding	27 / 437 (6.18%)	348 / 10,188	27		
CTNND1	catenin (cadherin-associated protein), delta 1	11q12.1	protein_coding	27 / 437 (6.18%)	258 / 10,188	27		
A2ML1	alpha-2-macroglobulin-like 1	12p13.31	protein_coding	27 / 437 (6.18%)	363 / 10,188	35		
PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	16q22.2	protein_coding	27 / 437 (6.18%)	242 / 10,188	29		
ANKRD30A	ankyrin repeat domain 30A	10p11.21	protein_coding	27 / 437 (6.18%)	602 / 10,188	35		
RICTOR	RPTOR independent companion of MTOR, complex 2	5p13.1	protein_coding	27 / 437 (6.18%)	308 / 10,188	32		
ANKRD12	ankyrin repeat domain 12	18p11.22	protein_coding	27 / 437 (6.18%)	363 / 10,188	29		
PCDHB16	protocadherin beta 16	5q31.3	protein_coding	27 / 437 (6.18%)	368 / 10,188	30		
SPATA31A6	SPATA31 subfamily A, member 6	9p11.2	protein_coding	27 / 437 (6.18%)	308 / 10,188	28		
VWA8	von Willebrand factor A domain containing 8	13q14.11	protein_coding	27 / 437 (6.18%)	300 / 10,188	35		
LAMC1	laminin, gamma 1 (formerly LAMB2)	1q25.3	protein_coding	27 / 437 (6.18%)	303 / 10,188	29		
EYA4	EYA transcriptional coactivator and phosphatase 4	6q23.2	protein_coding	27 / 437 (6.18%)	303 / 10,188	28		
DEPDC5	DEP domain containing 5	22q12.2, 22q12.3	protein_coding	27 / 437 (6.18%)	313 / 10,188	31		
DACH2	dachshund family transcription factor 2	Xq21.2	protein_coding	27 / 437 (6.18%)	270 / 10,188	27		
DCSTAMP	dendrocyte expressed seven transmembrane protein	8q22.3	protein_coding	27 / 437 (6.18%)	265 / 10,188	26		
ZNF638	zinc finger protein 638	2p13.3, 2p13.2	protein_coding	27 / 437 (6.18%)	353 / 10,188	26		
LRRC37A3	leucine rich repeat containing 37, member A3	17q24.1	protein_coding	27 / 437 (6.18%)	310 / 10,188	29		
PRG4	proteoglycan 4	1q31.1	protein_coding	27 / 437 (6.18%)	314 / 10,188	29		
CHD2	chromodomain helicase DNA binding protein 2	15q26.1	protein_coding	27 / 437 (6.18%)	340 / 10,188	24		
PCDHAC1	protocadherin alpha subfamily C, 1	5q31.3	protein_coding	27 / 437 (6.18%)	301 / 10,188	31		
PLXNB3	plexin B3	Xq28	protein_coding	27 / 437 (6.18%)	313 / 10,188	29		
MAGEC3	melanoma antigen family C3	Xq27.2	protein_coding	27 / 437 (6.18%)	404 / 10,188	28		
SHANK1	SH3 and multiple ankyrin repeat domains 1	19q13.33	protein_coding	27 / 437 (6.18%)	413 / 10,188	33		
MBD6	methyl-CpG binding domain protein 6	12q13.3	protein_coding	27 / 437 (6.18%)	238 / 10,188	25		
EPHB2	EPH receptor B2	1p36.12	protein_coding	27 / 437 (6.18%)	322 / 10,188	29		
NUP188	nucleoporin 188kDa	9q34.11	protein_coding	27 / 437 (6.18%)	277 / 10,188	33		
CDK12	cyclin-dependent kinase 12	17q12	protein_coding	27 / 437 (6.18%)	328 / 10,188	27	Cancer Gene Census	
DPP10	dipeptidyl-peptidase 10 (non-functional)	2q14.1	protein_coding	27 / 437 (6.18%)	439 / 10,188	28		
INADL	InaD-like (Drosophila)	1p31.3	protein_coding	27 / 437 (6.18%)	375 / 10,188	31		
IGSF9B	immunoglobulin superfamily, member 9B	11q25	protein_coding	27 / 437 (6.18%)	385 / 10,188	30		
SPG11	spastic paraplegia 11 (autosomal recessive)	15q21.1	protein_coding	27 / 437 (6.18%)	347 / 10,188	28		
EPHA4	EPH receptor A4	2q36.1	protein_coding	27 / 437 (6.18%)	304 / 10,188	31		
WWC3	WWC family member 3	Xp22.2	protein_coding	27 / 437 (6.18%)	316 / 10,188	29		
TRPC6	transient receptor potential cation channel, subfamily C, member 6	11q22.1	protein_coding	27 / 437 (6.18%)	275 / 10,188	29		
